pl_name,gaia_id,default_flag,sy_snum,sy_pnum,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_rvamp,pl_rvamperr1,pl_rvamperr2,ra,dec
WASP-52 b,Gaia DR2 2666015878575546496,1,1,1,SuperWASP,0,1.7497798,0.0000012,-0.0000012,0.0272,0.0003,-0.0003,14.24,0.34,-0.34,,,,0,,,85.35,0.2,-0.2,0,0.6,0.02,-0.02,2.71,0.04,-0.04,,,,,,,348.4947931,8.7610793
WASP-59 b,Gaia DR2 2841043011433969152,1,1,1,SuperWASP,0,7.919585,0.00001,-0.00001,0.0697,0.0011,-0.0011,8.687,0.762,-0.762,,,,0.1,0.042,-0.042,89.27,0.52,-0.52,0,0.29,0.18,-0.18,1.69,0.08,-0.08,74,15,-15,,,,349.6229547,24.889277
WASP-6 b,Gaia DR2 2385171398768647552,1,1,1,SuperWASP,0,3.36101,0.0000028,-0.0000028,,,,11.545,1.121,-1.121,,,,0.05,0.02,-0.02,88.47,0.56,-0.56,0,,,,2.1,0.022,-0.022,,,,74.3,1.5,-1.5,348.1571282,-22.6741248
WASP-60 b,Gaia DR2 2868528637464028160,1,1,1,SuperWASP,0,4.305,0.000006,-0.000006,,,,9.864,1.345,-1.345,,,,0,,,87.9,1.6,-1.6,0,,,,0.6,0.06,-0.06,,,,60.8,3.8,-3.8,356.6667136,31.1559115
WASP-61 b,Gaia DR2 2959177048983750016,1,1,1,SuperWASP,0,3.8559,0.000003,-0.000003,,,,15.805,2.466,-2.466,,,,0,,,89.35,0.56,-0.56,0,,,,0.88,0.01,-0.01,,,,233,0,0,75.2996637,-26.0541438
WASP-62 b,Gaia DR2 4756649415309914240,1,1,1,SuperWASP,0,4.41195,0.000003,-0.000003,,,,14.796,0.897,-0.897,,,,0,,,88.3,0.75,-0.75,0,,,,1.2,0.02,-0.02,,,,60,4,-4,87.1398205,-63.9883286
WASP-63 b,Gaia DR2 5574766468155514752,1,1,1,SuperWASP,0,4.37808,0.000006,-0.000006,,,,15.805,1.569,-1.569,,,,0,,,87.8,1.3,-1.3,0,,,,0.61,0.017,-0.017,,,,39,3,-3,94.3363562,-38.3233826
WASP-65 b,Gaia DR2 596931979481073152,1,1,1,SuperWASP,0,2.3114243,0.0000015,-0.0000015,0.0334,0.0016,-0.0017,12.464,0.661,-0.661,,,,0,,,88.8,0.8,-0.7,0,0.149,0.082,-0.095,1.28,0.015,-0.015,,,,249,5,-5,133.3242982,8.5230171
WASP-66 b,Gaia DR2 5444147952811517696,1,1,1,SuperWASP,0,4.08605,0.000007,-0.000007,,,,15.693,3.139,-3.139,,,,0,,,85.9,0.9,-0.9,0,,,,0.67,0.016,-0.016,,,,246,11,-11,158.2250301,-34.9899074
WASP-67 b,Gaia DR2 6868476691490044672,1,1,1,SuperWASP,0,4.61442,0.00001,-0.00001,,,,12.89,1.233,-1.233,,,,0,,,85.8,0.35,-0.35,0,,,,1.8,0.09,-0.09,,,,56,4,-4,295.7438485,-19.9497314
WASP-69 b,Gaia DR2 6910753016653587840,1,1,1,SuperWASP,0,3.86814,0.000002,-0.000002,,,,12.442,0.448,-0.448,,,,0,,,86.71,0.2,-0.2,0,,,,1.8,0.042,-0.042,,,,38.1,2.4,-2.4,315.0259661,-5.094857
WASP-71 b,Gaia DR2 2507901914613005056,1,1,1,SuperWASP,0,2.90367,0.000007,-0.000007,,,,13.227,1.345,-1.345,,,,0,,,84.2,1.8,-1.8,0,,,,0.44,0.015,-0.015,,,,236.4,3.7,-3.7,29.2634506,0.7588247
WASP-72 b,Gaia DR2 5065640460769428224,1,1,1,SuperWASP,0,2.21673,0.000002,-0.000002,,,,14.46,2.018,-2.018,,,,0,,,86.8,2.55,-2.55,0,,,,0.37,0.03,-0.03,,,,181.3,4.7,-4.7,41.0400779,-30.1690785
WASP-73 b,Gaia DR2 6453566701615683456,1,1,1,SuperWASP,0,4.08722,0.00022,-0.00022,,,,15.917,2.466,-2.466,,,,0,,,87.4,2.1,-2.1,0,,,,0.33,0.03,-0.03,,,,196.3,4.1,-4.1,319.9496969,-58.1489328
WASP-74 b,Gaia DR2 4224062406762625152,1,1,1,SuperWASP,0,2.13775,0.000001,-0.000001,,,,15.244,1.121,-1.121,,,,0,,,79.81,0.24,-0.24,0,,,,0.96,0.014,-0.014,,,,114.1,1.4,-1.4,304.538843,-1.0760033
WASP-78 b,Gaia DR2 5089851638095503616,1,1,1,SuperWASP,0,2.17518,0.000005,-0.000005,,,,21.633,5.044,-5.044,,,,0,,,83.2,1.95,-1.95,0,,,,0.65,0.01,-0.01,,,,113.8,9.1,-9.1,63.7562662,-22.1163901
WASP-80 b,Gaia DR2 4223507222112425344,1,1,1,SuperWASP,0,3.06785234,0.00000083,-0.00000079,0.0344,0.001,-0.0011,11.198,0.336,-0.347,,,,0.002,0.01,-0.002,89.02,0.11,-0.1,0,0.215,0.02,-0.022,2.937,0.013,-0.013,94,120,-21,109,3.1,-4.4,303.1667996,-2.1444369
WASP-82 b,Gaia DR2 3231856379348299008,1,1,1,SuperWASP,0,2.70579,0.000002,-0.000002,,,,18.159,1.457,-1.457,,,,0,,,87.9,1.65,-1.65,0,,,,0.63,0.01,-0.01,,,,130.7,1.9,-1.9,72.6605916,1.8938365
WASP-83 b,Gaia DR2 3515865416826633984,1,1,1,SuperWASP,0,4.971252,0.000015,-0.000015,0.059,0.001,-0.001,11.657,0.897,-0.56,,,,0,,,88.9,0.7,-0.7,0,0.23,0.15,-0.15,1.04,0.04,-0.04,,,,32.9,3.1,-3.1,190.1519558,-19.2843527
WASP-84 b,Gaia DR2 3078836109158636928,1,1,2,SuperWASP,0,8.52349648,0.0000006,-0.0000006,0.0778,0.0021,-0.0021,10.72,0.27,-0.27,,,,,,,88.292,0.045,-0.042,0,0.649,0.01,-0.011,1.723,0.01,-0.012,,,,76.8,2.7,-2.7,131.1069959,1.8598933
WASP-84 c,Gaia DR2 3078836109158636928,1,1,2,Transiting Exoplanet Survey Satellite (TESS),0,1.4468849,0.0000022,-0.0000016,0.02359,0.001,-0.001,1.95,0.12,-0.12,,,,,,,83.2,0.51,-0.49,0,0.785,0.034,-0.047,0.0532,0.0057,-0.0057,,,,9.5,2.6,-2.6,131.1069959,1.8598933
WASP-88 b,Gaia DR2 6482103014085857024,1,1,1,SuperWASP,0,4.954,0.000019,-0.000019,,,,16.365,2.354,-2.354,,,,0,,,88,1.45,-1.45,0,,,,0.7,0.03,-0.03,,,,52.4,6.6,-6.6,309.5112337,-48.4620833
WASP-89 b,Gaia DR2 6857756246957592320,1,1,1,SuperWASP,0,3.3564227,0.0000025,-0.0000025,0.0427,0.0012,-0.0012,11.657,0.448,-0.448,,,,0.193,0.009,-0.009,89.4,0.5,-0.5,0,0.1,0.08,-0.08,1.49,0.02,-0.02,28,4,-4,848,13,-13,313.9000261,-18.9714084
WASP-90 b,Gaia DR2 1737061349198867456,1,1,1,SuperWASP,0,3.916243,0.000003,-0.000003,0.0562,0.0012,-0.0012,18.271,1.009,-1.009,,,,0,,,82.1,0.4,-0.4,0,0.841,0.013,-0.013,0.71,0.02,-0.02,,,,60,6,-6,315.5319489,7.0562793
WASP-91 b,Gaia DR2 6386751579018596864,1,1,1,SuperWASP-South,0,2.798581,0.000003,-0.000003,0.037,0.001,-0.001,11.545,0.448,-0.448,,,,0,,,86.8,0.4,-0.4,0,0.51,0.04,-0.04,1.5,0.03,-0.03,,,,217,5,-5,357.846434,-70.1528621
WASP-92 b,Gaia DR2 1424011082893734272,1,1,1,SuperWASP,0,2.1746742,0.0000016,-0.0000016,0.0348,0.00036,-0.00036,16.376,0.863,-0.863,,,,0,,,83.75,0.69,-0.69,0,0.608,0.043,-0.043,1.254,0.029,-0.029,0,,,111.6,9.2,-9.2,246.6920395,51.0411328
WASP-93 b,Gaia DR2 415703635408772480,1,1,1,SuperWASP,0,2.7325321,0.000002,-0.000002,0.04211,0.00035,-0.00035,17.901,0.863,-0.863,,,,0,,,81.18,0.29,-0.29,0,0.9036,0.009,-0.009,1.097,0.013,-0.013,0,,,174,34,-34,9.4587443,51.288778
WASP-95 b,Gaia DR2 6518399301667782016,1,1,1,SuperWASP,0,2.18467,0.000001,-0.000001,,,,13.787,1.009,-1.009,,,,0,,,88.4,1.65,-1.65,0,,,,1,0.03,-0.03,,,,175.7,1.7,-1.7,337.4578243,-48.0030988
WASP-96 b,Gaia DR2 4990044668377961984,1,1,1,SuperWASP,0,3.4252602,0.0000027,-0.0000027,0.0453,0.0013,-0.0013,13.45,0.67,-0.67,,,,0,,,85.6,0.2,-0.2,0,0.71,0.019,-0.019,1.38,0.03,-0.03,,,,62,4,-4,1.0465696,-47.3606352
WASP-97 b,Gaia DR2 4911563216311083392,1,1,1,SuperWASP,0,2.07276,0.000001,-0.000001,,,,12.778,0.673,-0.673,,,,0,,,88,1.15,-1.15,0,,,,1.2,0.02,-0.02,,,,194.5,2.3,-2.3,24.6051389,-55.7720006
WASP-99 b,Gaia DR2 4745660479479743488,1,1,1,SuperWASP,0,5.75251,0.00004,-0.00004,,,,11.433,0.673,-0.673,,,,0,,,88.8,1.1,-1.1,0,,,,0.41,0.02,-0.02,,,,242.2,1.7,-1.7,39.8976689,-50.0081934
WTS-1 b,Gaia DR2 2048464796206336896,1,1,1,United Kingdom Infrared Telescope,0,3.352057,0.000013,-0.000015,0.047,0.001,-0.001,16.7,1.79,-2.02,,,,0.1,,,85.5,1,-0.7,0,0.69,0.05,-0.09,1.7636,0.086,-0.0917,,,,,,,293.9850284,36.2962939
XO-1 b,Gaia DR2 1316708918505350528,1,1,1,XO,0,3.94153,0.000027,-0.000027,,,,12.778,0.785,-0.785,,,,0,,,88.81,0.5,-0.5,0,,,,1.8,0.012,-0.012,,,,116,9,-9,240.5492745,28.1696248
XO-3 b,Gaia DR2 470650560777348352,1,1,1,XO,0,3.19154,0.00014,-0.00014,,,,15.805,1.345,-1.345,,,,0.29,0,0,79.32,1.36,-1.36,0,,,,0.89,0.078,-0.078,,,,1488,10,-10,65.4695814,57.8172095
XO-4 b,Gaia DR2 990291507088739072,1,1,1,XO,0,4.12508,0.000004,-0.000004,,,,14.011,0.897,-0.897,,,,0,,,88.8,0.6,-0.6,0,,,,0.78,0.012,-0.012,,,,168.6,6.2,-6.2,110.3880285,58.2681094
XO-5 b,Gaia DR2 920308932010648448,1,1,1,XO,0,4.1877558,0.0000006,-0.0000006,0.0515,0.0005,-0.0005,12.78,0.34,-0.34,,,,0,,,86.8,0.2,-0.2,0,0.55,0.03,-0.03,1.08,0.01,-0.01,,,,146,3,-3,116.7163868,39.0944695
XO-7 b,Gaia DR2 2303332931542914048,1,1,1,XO,0,2.8641424,0.0000043,-0.0000043,0.04421,0.00062,-0.00062,15.39,0.291,-0.291,,,,0.038,0.033,-0.033,83.45,0.29,-0.29,0,0.709,0.023,-0.023,0.909,0.018,-0.018,,,,80.5,3.2,-3.2,277.4780753,85.2333208
